,X10_7S_H_C_2,X11_7S_H_C_2,X12_7S_H_C_2,X13_7S_H_C_2,X14_7S_H_C_2,X15_7S_H_C_2,X16_7S_H_C_2,X17_7S_H_C_2,X18_7S_H_C_2,X19_7S_H_C_2,X20_7S_H_C_2
Otu31,0.108108108108108,0.0135135135135135,0.300675675675676,0.0337837837837838,0.0709459459459459,0.114864864864865,0.14527027027027,0.0371621621621622,0.0337837837837838,0.0168918918918919,0.10472972972973
Otu201,0,0,0.00337837837837838,0,0.0168918918918919,0.0101351351351351,0,0.00337837837837838,0.0101351351351351,0,0.0101351351351351
Otu199,0,0,0,0,0,0,0.00337837837837838,0,0,0,0
Otu315,0,0.0135135135135135,0,0,0,0,0,0.0101351351351351,0,0,0
Otu212,0,0.195945945945946,0,0,0,0,0.0405405405405405,0.0168918918918919,0.00337837837837838,0,0.0135135135135135
Otu1856,0.0709459459459459,0,0,0,0.0101351351351351,0.0608108108108108,0.0472972972972973,0.0236486486486486,0.0202702702702703,0.0405405405405405,0.0236486486486486
Otu117,0.0135135135135135,0,0.0337837837837838,0.0439189189189189,0.0439189189189189,0.00675675675675676,0.0168918918918919,0.0168918918918919,0.0304054054054054,0.0202702702702703,0.00337837837837838
Otu42,0.0439189189189189,0,0.0304054054054054,0,0.148648648648649,0.0540540540540541,0.0202702702702703,0.0135135135135135,0.0135135135135135,0.0101351351351351,0.152027027027027
Otu24,0,0.14527027027027,0.0506756756756757,0.027027027027027,0.0405405405405405,0.027027027027027,0.0371621621621622,0.0405405405405405,0.0371621621621622,0.0540540540540541,0.0675675675675676
Otu114,0.0135135135135135,0.0135135135135135,0.00337837837837838,0.0101351351351351,0,0.00337837837837838,0,0.00337837837837838,0,0,0
Otu198,0,0,0.00675675675675676,0,0,0,0,0,0,0,0
Otu1768,0,0,0,0,0,0,0,0.0135135135135135,0,0,0
Otu57,0,0,0,0.00337837837837838,0,0,0,0,0,0,0
Otu32,0.0878378378378378,0,0.0101351351351351,0.0540540540540541,0.00675675675675676,0.00675675675675676,0,0.0371621621621622,0.0912162162162162,0.121621621621622,0.0135135135135135
Otu3873,0.00675675675675676,0,0.0912162162162162,0,0,0,0,0,0,0,0
Otu193,0.0439189189189189,0.0540540540540541,0,0,0.0472972972972973,0,0,0.0135135135135135,0.00675675675675676,0.0236486486486486,0
Otu264,0,0,0,0,0,0,0,0.027027027027027,0.00337837837837838,0.00337837837837838,0
Otu470,0,0,0,0.00337837837837838,0,0,0,0.00337837837837838,0,0,0
Otu507,0,0,0,0,0,0,0.00337837837837838,0.00337837837837838,0.0101351351351351,0,0
Otu9526,0.0540540540540541,0.0945945945945946,0.0304054054054054,0.0236486486486486,0.0135135135135135,0.0236486486486486,0.0236486486486486,0.0101351351351351,0,0.0101351351351351,0.00675675675675676
Otu5,0.0675675675675676,0,0.00675675675675676,0.0371621621621622,0.162162162162162,0.212837837837838,0.135135135135135,0.0540540540540541,0.0675675675675676,0.128378378378378,0.125
Otu3234,0.0439189189189189,0,0,0.00337837837837838,0,0.0101351351351351,0.0101351351351351,0,0,0,0
Otu1213,0,0.0236486486486486,0.0135135135135135,0,0,0.00675675675675676,0,0.00337837837837838,0,0,0.0101351351351351
Otu109,0.0101351351351351,0.0101351351351351,0.0101351351351351,0.0168918918918919,0,0,0.00675675675675676,0.0135135135135135,0.00337837837837838,0.00675675675675676,0.0236486486486486
